id,name,time,servings,calories,protein,carbs,fat,sugar,cholesterol,fiber,tags,ingredients,steps,image,source,credits
158,Burger,10,1,315,30,28,5,0,25,7,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 pounds extra-lean ground beef"", ""1 (1 ounce) package dry onion soup mix"", ""1 egg, lightly beaten"", ""2 teaspoons hot pepper sauce"", ""2 teaspoons Worcestershire sauce"", ""0.25 teaspoon ground black pepper"", ""0.75 cup rolled oats""]","[""Preheat an outdoor grill for medium high heat and lightly oil grate."", ""In a large bowl, combine the beef, onion soup mix, egg, hot sauce and oats. Shape into 6 patties."", ""Grill patties over medium high heat for 10 to 20 minutes, or to desired doneness.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/19863/best-burger-ever/
159,Rosemary Pull-apart Dinner Rolls,30,1,780,16,76,32,15,30,12,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 package active dry yeast"", ""0.25 cup warm water (110 degrees F (43 degrees C))"", ""1 cup milk"", ""4 tablespoons unsalted butter"", ""2 cups all-purpose flour"", ""1 tablespoon honey"", ""1 teaspoon salt"", ""2 teaspoons minced fresh rosemary leaves"", ""0.5 cup all-purpose flour, or as needed"", ""2 tablespoons olive oil"", ""1 egg"", ""1 teaspoon milk"", ""coarse sea salt to taste""]","[""Dissolve yeast in warm water in a small bowl. Set aside in a warm place until the yeast softens and begins to form a creamy foam, 10 to 15 minutes."", ""Combine 1 cup milk and butter in a small saucepan over low heat. Cook until butter is melted, 3 to 4 minutes; remove pan from heat."", ""Combine 2 cups flour, yeast mixture, honey, 1 teaspoon salt, rosemary, and milk mixture in the bowl of a stand mixer fitted with a dough hook; mix on low until no dry spots remain. Stir in 1/2 cup flour, 2 tablespoons at a time, mixing well after each addition. Continue adding flour until a firm dough forms that pulls away from the sides of the bowl. Knead on medium until elastic and soft but still tacky, about 6 minutes. Transfer dough to a clean bowl and coat with olive oil. Cover loosely with plastic wrap or a clean dish towel and let rise in a warm spot until doubled in size, about 1 1/2 hours."", ""Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper or a silicone baking mat."", ""Transfer dough to a work surface and shape into a rectangle about 1-inch thick. Cut into 36 equally-sized pieces. Form each piece into a ball, pinching the seams on the underside, creating a smooth, round top."", ""Lightly beat egg with 1 teaspoon milk in a small bowl."", ""Transfer dough balls to the prepared baking sheet in 3 rows of 12, placing them close together but not touching. Brush tops lightly with the egg mixture and sprinkle with sea salt. Cover and let rise in a warm place until nearly doubled, 20 to 30 minutes."", ""Bake in the preheated oven until golden brown, about 20 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/230749/rosemary-pull-apart-dinner-rolls/
160,Mexican Vegetarian Stuffed Peppers,15,1,630,14,59,31,0,30,13,"[""vegetarian"", ""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 tablespoon salt"", ""4 large green bell peppers - tops, seeds, and membranes removed"", ""1 tablespoon olive oil"", ""0.5 cup chopped onion"", ""2 cups cooked rice"", ""1 (15 ounce) can black beans, drained and rinsed"", ""1 (14.5 ounce) can chili-style diced tomatoes"", ""1 teaspoon chili powder"", ""1 teaspoon garlic salt"", ""0.5 teaspoon ground cumin"", ""0.5 teaspoon salt"", ""1 (8 ounce) package shredded Mexican cheese blend (such as Sargento\u00ae Authentic Mexican)""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Bring a large pot of water and 1 tablespoon salt to a boil. Add green bell peppers and cook until slightly softened, 3 to 4 minutes. This will prevent the bell peppers from becoming crispy as they bake."", ""Drain bell peppers and arrange cut-side up in a 9x9-inch baking dish."", ""Heat olive oil in a skillet over medium heat. Add onion; cook and stir until softened, 5 to 10 minutes."", ""Transfer cooked onion into a large bowl; add rice, black beans, and tomatoes. Stir in chili powder, garlic salt, cumin, and 1/2 teaspoon salt until well combined. Fold in 1 1/2 cups Mexican cheese blend."", ""Spoon rice mixture evenly into bell peppers; sprinkle with remaining Mexican cheese blend."", ""Bake in the preheated oven until cheese is melted and bubbling, about 30 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/231514/vegetarian-mexican-inspired-stuffed-peppers/
161,Eggnog French Toast,15,6,100,5,6,2,0,0,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.5 cups eggnog"", ""2 eggs, beaten slightly"", ""1.5 tablespoons ground cinnamon, or to taste"", ""1 teaspoon pumpkin pie spice"", ""12 slices French bread""]","[""Gather all ingredients."", ""Whisk eggnog, eggs, cinnamon, and pumpkin pie spice together in a mixing bowl until well blended; pour into a shallow dish."", ""Preheat an electric skillet to 300 degrees F (150 degrees C). Lightly grease the skillet."", ""Dip one slice of bread at a time into eggnog mixture, being sure to coat each side of the bread thoroughly."", ""Place prepared bread slices into the preheated skillet, and cook, turning once, until golden brown on each side."", ""Place cooked bread slices on a serving plate and cover with foil to keep warm until all the slices are cooked. Serve immediately.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/100490/eggnog-french-toast/
162,Thin-crust Pizza Dough,10,1,260,6,33,3,15,0,5,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 teaspoon active dry yeast"", ""0.25 teaspoon white sugar"", ""0.75 cup lukewarm water"", ""2 cups all-purpose flour, divided"", ""0.5 teaspoon salt""]","[""Gather all ingredients."", ""Dissolve yeast and sugar in warm water that&#39;s 110 degrees F (44 degrees C) in a small bowl. Let stand until yeast softens and begins to form a creamy foam, about 5 to 8 minutes."", ""Combine 1 3/4 cups flour and salt in a large bowl. Pour in yeast mixture; mix well until dough comes together."", ""Transfer dough to a floured surface and knead until smooth, about 2 minutes. Add remaining 1/4 cup flour if dough is too sticky."", ""Roll dough into a 12-inch circle. Transfer to a greased pizza pan."", ""Add your favorite toppings, and bake. Enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/257198/thin-crust-pizza-dough/
163,Grilled Pork Tenderloin,5,8,100,5,5,2,0,3,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 (1 pound) pork tenderloins"", ""1 teaspoon garlic powder"", ""1 teaspoon salt"", ""1 teaspoon ground black pepper"", ""1 cup barbecue sauce, divided""]","[""Gather all ingredients."", ""Preheat an outdoor grill for medium, indirect heat and lightly oil the grate."", ""Season pork tenderloins with garlic powder, salt, and pepper. Place 1/2 of the BBQ sauce into a small bowl for basting; set aside remaining BBQ sauce for serving."", ""Cook pork on the preheated grill over indirect heat for 30 minutes."", ""Brush pork with BBQ sauce, turn, and brush again, using all sauce in the small bowl. Continue cooking until an instant-read thermometer inserted into the center reads 145 degrees F (63 degrees C), about 15 more minutes. Let pork rest for 10 minutes."", ""Slice pork and serve with reserved BBQ sauce.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/14726/grilled-pork-tenderloin/
164,Busy Day Lunch Salad,15,2,247,6,16,15,0,15,4,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (15 ounce) can garbanzo beans, drained and rinsed"", ""1 tomato, cut into small dice"", ""1 canned heart of palm, minced"", ""0.25 red onion, minced"", ""0.33333334326744 cup grated reduced-fat mozzarella cheese"", ""4 sprigs fresh thyme leaves"", ""2 tablespoons extra-virgin olive oil"", ""1 tablespoon fresh lemon juice"", ""salt and pepper to taste""]","[""Toss together garbanzo beans, tomato, hearts of palm, onion, mozzarella cheese, thyme, olive oil, and lemon juice in a large bowl until evenly mixed. Season with salt and pepper. Toss once more.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/192677/busy-day-lunch-salad/
165,Winter Root Vegetable Soup,30,6,145,5,8,9,0,10,2,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""3 parsnips, peeled and cut into 1/2-inch pieces"", ""3 carrots, peeled and cut into 1/2-inch pieces"", ""2 turnips, quartered"", ""1 (2 pound) butternut squash, peeled and cut into 1/2-inch pieces"", ""1 celery root, peeled and cut into 1/2-inch pieces"", ""1 sweet potato, peeled and cut into 1/2-inch pieces"", ""0.25 cup olive oil"", ""1 teaspoon kosher salt"", ""0.5 teaspoon ground black pepper"", ""3 tablespoons butter"", ""1 stalk celery, diced"", ""0.5 sweet onion, diced"", ""1 quart vegetable broth"", ""0.5 cup half-and-half cream"", ""salt and ground black pepper to taste""]","[""Preheat the oven to 425 degrees F (220 degrees C)."", ""Combine parsnips, carrots, turnips, butternut squash, celery root, and sweet potato in a large roasting pan. Drizzle with olive oil; season with 1 teaspoon salt and \u00bd teaspoon black pepper. Toss vegetables to evenly distribute seasonings."", ""Roast in the preheated oven until vegetables are easily pierced with a fork, 30 to 45 minutes, stirring every 15 minutes."", ""Meanwhile, melt butter in a large pot or Dutch oven over medium heat. Stir in diced celery and onion; cook and stir until onion softened and turned translucent, about 5 minutes. Add vegetable broth; bring to a simmer, uncovered. Stir in roasted vegetables; continue simmering for 10 minutes. Pur\u00e9e soup with an immersion blender until smooth. Stir in half-and-half; season with salt and black pepper. Add more vegetable broth if soup seems too thick.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/213610/winter-root-vegetable-soup/
166,Mexican Fiestada School Lunch,10,1,420,30,25,17,0,40,5,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 cup ground beef"", ""1 (1.25 ounce) package dry taco seasoning mix"", ""1 (14 ounce) package prepared pizza dough, or as needed"", ""0.5 cup pizza sauce"", ""0.25 teaspoon ground cumin"", ""1 pinch salt"", ""1.25 cups shredded mild Cheddar cheese""]","[""Preheat the oven to 450 degrees F (230 degrees C)."", ""Heat a large skillet over medium-high heat. Add ground beef and taco seasoning; cook and stir until beef is browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Divide pizza dough in half. Flatten each half into a thin crust and place onto a nonstick baking sheet."", ""Bake in the preheated oven for 3 minutes."", ""While the crusts are baking, mix pizza sauce, cumin, and salt together in a bowl."", ""Remove crusts from the oven and spread 1/2 of the sauce mixture over each one. Sprinkle beef and Cheddar evenly over top. Return to the oven and bake until cheese is melted and the crusts are crunchy, 10 to 12 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/265999/mexican-fiestada-for-school-lunch/
167,Breakfast Cookie,25,1,740,24,78,24,15,15,14,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 cups brown sugar"", ""2.5 cups rolled oats"", ""4 cups all-purpose flour"", ""1 tablespoon baking soda"", ""1 teaspoon baking powder"", ""1 teaspoon salt"", ""1.5 teaspoons ground cinnamon"", ""0.25 cup canola oil"", ""0.5 cup prune puree"", ""2 tablespoons water"", ""5 egg whites"", ""1.5 teaspoons vanilla extract"", ""0.75 cup raisins"", ""0.25 cup chopped walnuts"", ""0.33333334326744 cup chopped dried apricots""]","[""Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets or line with parchment paper."", ""In a large bowl, stir together the brown sugar, oats, flour, baking soda, baking powder, salt and cinnamon. Make a well in the center and pour in the canola oil, prune puree, water, egg whites and vanilla. Mix until well blended. Stir in the raisins, walnuts and apricots. Scoop cookies using an ice cream scoop, or roll into golf ball sized balls. Place cookies 2 inches apart onto the prepared cookie sheets and flatten to 1/2 tall with wet hands. These cookies do not flatten very much while baking."", ""In the preheated oven, bake 8 minutes for chewy cookies 10 to 12 minutes for dry cookies. Cookies will not get crisp. Remove from cookie sheets to cool on wire racks.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/26107/best-breakfast-cookie/
168,Baked Chicken Breasts,10,4,100,11,5,3,0,16,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""4 (5 ounce) skinless, boneless chicken breast halves"", ""2 tablespoons olive oil"", ""0.5 teaspoon coarse sea salt, or to taste"", ""1 pinch Creole seasoning (such as Tony Chachere's\u00ae), or more to taste"", ""1 tablespoon chicken broth, or more to taste""]","[""Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C)."", ""Rub chicken breasts with olive oil and sprinkle both sides with salt and Creole seasoning. Place chicken in a broiler pan."", ""Bake in the preheated oven for 10 minutes. Flip chicken and cook until no longer pink in the center and the juices run clear, about 15 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)."", ""Remove chicken to a plate. Pour chicken broth into the pan and scrape any browned bits off the bottom with a flat-edged wooden spatula. Add more broth if needed to dislodge the browned bits, but not too much or it will be watery."", ""To serve, drizzle the pan sauce over the chicken.""]","""https://www.allrecipes.com/thmb/Z5s08uvHYI2dg5LAd0vwoA47Ngo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/240208_simplebakedchickenbreasts_mfs_step1_0181-1-4x3-250b3f145a194aa3bab88e94e3cbae73.jpg""",Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/240208/simple-baked-chicken-breasts/
169,Tortilla Pizza,10,1,610,28,44,28,0,55,10,"[""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (8 inch) soft flour tortilla"", ""1 teaspoon olive oil"", ""1 pinch garlic powder"", ""salt and ground black pepper to taste"", ""3 tablespoons tomato sauce"", ""1 cooked chicken breast, sliced"", ""0.5 green bell pepper, chopped"", ""2 green onions, finely chopped"", ""0.33333334326744 cup shredded mozzarella cheese"", ""1 pinch dried oregano""]","[""Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C)."", ""Place tortilla on a baking sheet. Brush with olive oil; sprinkle garlic powder, salt, and pepper on top."", ""Bake in the preheated oven until golden, 3 to 5 minutes."", ""Remove from the oven and spread tomato sauce on top; arrange chicken breast, green bell pepper, and green onions over tomato sauce. Sprinkle with mozzarella cheese."", ""Bake in the preheated oven until cheese is melted, about 5 minutes. Sprinkle oregano over cheese. Slice pizza into wedges using a pizza cutter.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/258013/easy-tortilla-pizza/
170,Pasta E Fagioli Pasta Beans,15,4,162,9,16,5,0,10,3,"[""vegetarian"", ""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 tablespoon olive oil"", ""1 medium onion, chopped"", ""2 stalks celery, chopped"", ""3 cloves garlic, minced"", ""2 teaspoons dried parsley"", ""1 teaspoon Italian seasoning"", ""0.25 teaspoon crushed red pepper flakes"", ""salt to taste"", ""1 (14.5 ounce) can chicken broth"", ""2 medium tomatoes, peeled and chopped"", ""1 (8 ounce) can tomato sauce"", ""0.5 cup ditalini or other small pasta"", ""1 (15 ounce) can cannellini beans, with liquid""]","[""Gather the ingredients."", ""Heat olive oil in a large saucepan over medium heat. Add onion, celery, garlic, parsley, Italian seasoning, pepper flakes, and salt; cook and stir until onion is translucent, about 5 minutes."", ""Stir in chicken broth, tomato sauce, and tomatoes. Reduce the heat to low and simmer for 15 to 20 minutes."", ""Add pasta and cook until tender, about 10 minutes."", ""Stir in undrained beans and cook until heated through, 3 to 4 minutes."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/13009/pasta-fagioli/
171,Edible Cookie Dough,15,8,100,5,5,2,1,1,1,"[""vegan"", ""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 cup all-purpose flour"", ""0.75 cup packed brown sugar"", ""0.5 cup butter"", ""1 teaspoon vanilla extract"", ""0.5 teaspoon salt"", ""2 tablespoons milk"", ""0.5 cup milk chocolate chips"", ""0.5 cup mini chocolate chips""]","[""Gather all ingredients."", ""To heat-treat your flour so it is safe to use: Place flour in a microwave-safe dish and cook for 1 minute and 15 seconds, stirring it every 15 seconds. Set aside."", ""Beat sugar and butter with an electric mixer in a large bowl until creamy."", ""Beat in vanilla extract and salt. Add heat-treated flour; mix until a crumbly dough forms."", ""Stir in milk until dough is just combined; fold in milk chocolate chips and mini chocolate chips."", ""Serve and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/255365/edible-cookie-dough/
172,Dessert Crepes,10,1,380,6,33,15,15,15,5,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""4 eggs, lightly beaten"", ""1.3333333730698 cups milk"", ""1 cup all-purpose flour"", ""2 tablespoons butter, melted"", ""2 tablespoons white sugar"", ""0.5 teaspoon salt""]","[""Gather all ingredients."", ""Whisk together eggs, milk, flour, melted butter, sugar, and salt in a large bowl until smooth."", ""Heat a medium skillet or crepe pan over medium heat. Grease the pan with a small amount of butter or oil applied with a brush or paper towel."", ""Using a serving spoon or small ladle, spoon about 3 tablespoons crepe batter onto the hot pan, tilting the pan to evenly coat the bottom surface."", ""Cook until golden brown, 1 to 2 minutes per side."", ""Serve warm and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/19037/dessert-crepes/
173,Chunky Vegetarian Vegetable Soup Fast Easy,15,1,565,20,59,22,0,15,16,"[""vegetarian"", ""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons olive oil"", ""0.5 onion, chopped"", ""3 stalks celery, chopped"", ""2 cloves garlic, minced"", ""4 cups vegetable broth"", ""1 (15 ounce) can tomato sauce"", ""4 carrots, peeled and cut into 1/4-inch rounds"", ""2 baking potatoes, cut into bite-size pieces"", ""1 cup frozen corn"", ""1 cup frozen shelled edamame (green soybeans)"", ""1 cup frozen sliced okra"", ""2 leaves kale, roughly chopped"", ""salt to taste"", ""1 teaspoon ground black pepper""]","[""Heat olive oil in a large pot over medium heat. Cook and stir onion and celery in hot oil until onion is softened and translucent, about 5 minutes."", ""Stir garlic into the onion mixture; cook and stir until fragrant, 2 to 3 minutes more."", ""Pour vegetable broth and tomato sauce into pot. Simmer for about 10 minutes."", ""Stir carrots and potatoes through the broth. Simmer until carrots are tender, 10 to 15 minutes more."", ""Drop corn, edamame, okra, and kale into the soup. Continue to simmer until okra is tender, 5 to 10 minutes more. Season with salt and pepper.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/220477/chunky-vegetarian-vegetable-soup-fast-and-easy/
174,Lasagna,10,1,740,34,35,43,0,70,7,"[""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 pound lean ground beef"", ""1 (32 ounce) jar spaghetti sauce"", ""32 ounces cottage cheese"", ""3 cups shredded mozzarella cheese, divided"", ""2 eggs"", ""0.5 cup grated Parmesan cheese"", ""2 teaspoons dried parsley"", ""salt to taste"", ""ground black pepper to taste"", ""9 lasagna noodles"", ""0.5 cup water""]","[""Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C)."", ""Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 8 to 10 minutes. Drain and discard grease. Stir in spaghetti sauce and simmer for 5 minutes."", ""Combine cottage cheese, 2 cups of mozzarella cheese, eggs, 1/2 of the grated Parmesan cheese, dried parsley, salt, and pepper in a large bowl."", ""Spread 3/4 cup of sauce in a 9x13-inch baking dish. Cover with 3 uncooked lasagna noodles, 1 3/4 cups of cheese mixture, and 1/4 cup sauce; repeat layers once more. Top with remaining 3 noodles, sauce, mozzarella, and Parmesan cheese. Pour 1/2 cup water along the edges of the dish. Cover tightly with aluminum foil."", ""Bake in the preheated oven for 45 minutes. Uncover and bake for an additional 10 minutes. Let stand 10 minutes before serving."", ""Serve and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/12011/easy-lasagna-ii/
175,Slow Cooker Texas Pulled Pork,15,1,810,54,41,31,15,80,11,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 teaspoon vegetable oil"", ""1 (4 pound) pork shoulder roast"", ""1 cup barbeque sauce"", ""0.5 cup apple cider vinegar"", ""0.5 cup chicken broth"", ""0.25 cup light brown sugar"", ""1 tablespoon prepared yellow mustard"", ""1 tablespoon Worcestershire sauce"", ""1 tablespoon chili powder"", ""1 extra large onion, chopped"", ""2 large cloves garlic, crushed"", ""1.5 teaspoons dried thyme"", ""8 hamburger buns, split"", ""2 tablespoons butter, or as needed""]","[""Gather the ingredients."", ""Pour vegetable oil into the bottom of a slow cooker. Place pork roast into the slow cooker; pour in barbeque sauce, vinegar, and chicken broth. Stir in brown sugar, yellow mustard, Worcestershire sauce, chili powder, onion, garlic, and thyme. Cover and cook on Low for 10 to 12 hours or High for 5 to 6 hours until pork shreds easily with a fork."", ""Remove pork from the slow cooker, and shred the meat using two forks. Return shredded pork to the slow cooker, and stir to combine with juices."", ""Spread the inside of both halves of hamburger buns with butter. Toast buns, butter-side down, in a skillet over medium heat until golden brown. Spoon pulled pork into toasted buns."", ""Serve and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/92462/slow-cooker-texas-pulled-pork/
176,Asian Slaw,10,8,100,5,5,2,1,5,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (3 ounce) package beef flavor ramen noodles with seasoning packet"", ""1 (3 ounce) package roasted sunflower seed kernels"", ""1 (3 ounce) package sliced almonds"", ""1 bunch green onions, chopped"", ""1 cup bottled oil and vinegar salad dressing (such as Newman's Own\u00ae)"", ""0.5 cup white sugar"", ""1 (16 ounce) package coleslaw mix""]","[""Gather all ingredients."", ""Crush ramen noodles in a bowl. Stir in seasoning packet, sunflower seeds, almonds, green onions, oil and vinegar dressing, and sugar; mix until sugar is dissolved."", ""Place slaw mix into a large salad bowl; pour dressing mixture on top and toss lightly to combine well.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/206503/dads-asian-slaw/
177,Tres Leches Cake Three Milks Cake,25,1,460,16,58,8,15,0,10,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""cooking spray"", ""5 eggs"", ""1 cup white sugar"", ""1 teaspoon vanilla extract"", ""1 cup self-rising flour"", ""1 (14 ounce) can sweetened condensed milk"", ""1 (12 fluid ounce) can evaporated milk"", ""1 cup milk"", ""1 tablespoon vanilla extract"", ""3 egg whites""]","[""Preheat the oven to 350 degrees F (175 degrees C). Grease and flour an 8x12-inch baking dish."", ""Separate 5 eggs. Beat egg whites in a large bowl. Add 1 cup sugar slowly to egg whites, beating constantly. Add yolks one at a time, beating well after each addition. Stir in 1 teaspoon vanilla. Sift flour over egg mixture and stir until well combined. Pour batter into the prepared baking dish."", ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 20 minutess. Allow to cool completely."", ""Blend together sweetened condensed milk, evaporated milk, milk, and 1 tablespoon vanilla. Pour over cooled cake."", ""Beat 3 egg whites in a clean mixing bowl to soft peaks. Gradually add remaining 1 cup sugar and continue beating until stiff meringue forms. Stir in remaining 1 teaspoon vanilla."", ""Spread meringue frosting over cake.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/7405/tres-leches-three-milks/
178,Chinese Barbeque Pork Char Siu,10,6,112,6,11,2,5,4,2,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.66666668653488 cup soy sauce"", ""0.5 cup honey"", ""0.5 cup Chinese rice wine (or sake or dry sherry)"", ""0.33333334326744 cup hoisin sauce"", ""0.33333334326744 cup ketchup"", ""0.33333334326744 cup brown sugar"", ""4 cloves garlic, crushed"", ""1 teaspoon Chinese five-spice powder"", ""0.5 teaspoon freshly ground black pepper"", ""0.25 teaspoon cayenne pepper"", ""0.125 teaspoon pink curing salt"", ""1 (3 pound) boneless pork butt (shoulder)"", ""1 teaspoon red food coloring, or as desired"", ""1 teaspoon kosher salt, or to taste""]","[""Place soy sauce, honey, rice wine, hoisin sauce, ketchup, brown sugar, garlic, five-spice powder, black pepper, cayenne pepper, and curing salt in a saucepan. Bring to a boil on high heat; reduce heat to medium-high. Cook for 1 minute. Remove from heat. Cool to room temperature."", ""Cut pork in half lengthwise. Cut each half again lengthwise forming 4 long, thick pieces of pork."", ""Transfer cooled sauce to a large mixing bowl. Stir in red food coloring. Place pork sections into sauce and coat each piece. Cover with plastic wrap and refrigerate 4 to 12 hours."", ""Preheat grill for medium heat, 275 to 300 degrees F (135 to 150 degrees C) and lightly oil the grate. Line a baking sheet with parchment paper."", ""Remove sections of pork from marinade and let excess drip off. Place on prepared baking sheet. Sprinkle with kosher salt to taste."", ""Transfer pork sections to grate over indirect heat on the prepared grill. Cover and cook for about 45 minutes. Brush with marinade; turn. Continue cooking until an instant-read thermometer inserted into the center reads at least 145 degrees F (63 degrees C), about 1 hour and 15 minutes more. Do not use any more marinade on cooked meat until after you boil it."", ""Place leftover marinade in a saucepan; bring to a boil; let simmer for 1 minute. Remove from heat. Now you can use it to brush over the cooked pork.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/258494/chinese-barbeque-pork-char-siu/
179,Vegan Shepherd's Pie,20,6,168,6,9,9,0,14,2,"[""vegetarian"", ""vegan"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""5 russet potatoes, peeled and cut into 1-inch cubes"", ""0.5 cup vegan mayonnaise"", ""0.5 cup soy milk"", ""0.25 cup olive oil"", ""3 tablespoons vegan cream cheese substitute (such as Tofutti \u00ae)"", ""2 teaspoons salt"", ""1 tablespoon vegetable oil"", ""1 large yellow onion, chopped"", ""2 carrots, chopped"", ""3 stalks celery, chopped"", ""0.5 cup frozen peas"", ""1 tomato, chopped"", ""1 teaspoon Italian seasoning"", ""1 clove garlic, minced, or more to taste"", ""1 pinch ground black pepper to taste""]","[""Gather all ingredients."", ""Place potatoes in a pot, cover with cold water, and bring to a boil over medium-high heat. Turn the heat to medium-low, and boil potatoes until tender, about 25 minutes; drain."", ""Stir vegan mayonnaise, soy milk, olive oil, vegan cream cheese, and salt into potatoes, and mash with a potato masher until smooth and fluffy. Set mashed potatoes aside."", ""Preheat the oven to 400 degrees F (200 degrees C), and spray a 2-quart baking dish with cooking spray."", ""Heat vegetable oil in a large skillet over medium heat. Add onion, carrots, celery, frozen peas, and tomato; cook and stir until softened, about 10 minutes. Stir in Italian seasoning, garlic, and pepper."", ""Reduce heat to medium-low and crumble plant-based ground beef into the skillet with vegetables. Cook and stir, breaking up the meat substitute, until the mixture is hot, about 5 minutes."", ""Spread vegetarian meat substitute mixture into the bottom of the baking dish."", ""Top with prepared mashed potatoes, smoothing them into an even layer. Sprinkle potatoes with shredded soy cheese."", ""Bake in the preheated oven until the cheese is melted and slightly browned and the casserole is hot, about 20 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/180735/traditional-style-vegan-shepherds-pie/
180,Butternut Squash Soup,15,4,128,7,5,7,0,13,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons butter"", ""1 small onion, chopped"", ""1 stalk celery, chopped"", ""1 medium carrot, chopped"", ""2 medium potatoes, cubed"", ""1 medium butternut squash - peeled, seeded, and cubed"", ""1 (32 fluid ounce) container chicken stock"", ""salt and freshly ground black pepper to taste""]","[""Gather all ingredients."", ""Melt butter in a large pot over medium heat, and cook onion, celery, carrot, potatoes, and squash until lightly browned, about 5 minutes. Pour in enough chicken stock to cover vegetables."", ""Bring to a boil over medium-high heat. Reduce heat to low, cover pot, and simmer until all vegetables are tender, about 40 minutes."", ""Transfer soup to a blender and process until smooth. Return to the pot and mix in any remaining stock to reach desired consistency. Season with salt and pepper."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/77981/butternut-squash-soup-ii/
